lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
4,18,6,0,0,10,90,7,6,86
4,18,6,1,0,8,92,3,4,93
4,18,6,2,0,8,92,0,4,96
4,18,6,3,0,7,93,0,4,96
4,18,6,4,0,7,93,0,4,96
4,18,6,5,0,7,93,0,4,96
4,18,6,6,0,8,92,0,8,92
4,18,6,7,0,11,89,0,11,89
4,18,6,8,3,14,83,0,8,92
4,18,6,9,2,13,85,0,4,96
4,18,6,10,0,15,85,0,4,96
4,18,6,11,0,15,85,0,4,96
4,18,6,12,1,15,84,0,6,94
4,18,6,13,4,14,82,1,12,88
4,18,6,14,4,15,82,1,21,78
4,18,6,15,4,16,81,0,27,73
4,18,6,16,4,16,80,0,27,73
4,18,6,17,4,16,80,1,27,72
4,18,6,18,2,16,82,7,27,66
4,18,6,19,0,16,84,9,32,59
4,18,6,20,0,16,84,8,29,63
4,18,6,21,0,15,85,3,29,68
4,18,6,22,0,15,85,0,13,88
4,18,6,23,0,15,85,0,3,97
