lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
4,4,3,0,1,34,65,0,21,79
4,4,3,1,1,18,81,0,8,92
4,4,3,2,0,14,86,0,8,92
4,4,3,3,0,15,85,0,7,93
4,4,3,4,0,15,85,0,3,97
4,4,3,5,0,15,85,0,3,97
4,4,3,6,53,21,25,12,22,65
4,4,3,7,78,15,7,27,20,53
4,4,3,8,37,41,22,7,32,60
4,4,3,9,26,49,26,11,26,63
4,4,3,10,11,69,20,14,23,63
4,4,3,11,25,55,20,30,16,53
4,4,3,12,37,45,18,32,17,51
4,4,3,13,36,44,21,29,20,51
4,4,3,14,43,37,20,31,18,51
4,4,3,15,55,34,11,44,17,39
4,4,3,16,62,33,5,49,16,35
4,4,3,17,71,25,4,46,23,31
4,4,3,18,60,36,4,42,33,26
4,4,3,19,67,26,7,39,35,25
4,4,3,20,54,31,15,31,31,37
4,4,3,21,30,40,30,21,22,57
4,4,3,22,1,49,50,4,21,75
4,4,3,23,0,43,57,1,21,78
