lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
4,13,1,0,2,14,84,2,0,98
4,13,1,1,4,12,84,4,0,96
4,13,1,2,4,8,88,0,2,98
4,13,1,3,4,5,91,0,0,100
4,13,1,4,4,4,92,0,0,100
4,13,1,5,1,2,97,0,0,100
4,13,1,6,6,4,90,0,2,98
4,13,1,7,31,3,66,0,0,100
4,13,1,8,60,0,40,2,0,98
4,13,1,9,61,2,38,0,1,99
4,13,1,10,53,0,47,5,5,91
4,13,1,11,38,0,62,9,4,87
4,13,1,12,34,0,66,8,8,84
4,13,1,13,26,0,74,6,7,87
4,13,1,14,14,0,86,8,7,86
4,13,1,15,16,0,84,11,4,85
4,13,1,16,15,0,85,6,2,92
4,13,1,17,11,0,89,10,2,88
4,13,1,18,9,2,89,10,0,90
4,13,1,19,8,8,85,11,0,89
4,13,1,20,4,7,89,7,0,93
4,13,1,21,4,3,93,6,2,93
4,13,1,22,0,3,97,1,4,95
4,13,1,23,2,2,96,3,2,95
