lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
4,18,2,0,0,20,80,18,23,59
4,18,2,1,3,15,82,7,8,84
4,18,2,2,0,10,90,0,4,96
4,18,2,3,0,7,93,0,4,96
4,18,2,4,0,7,93,0,4,96
4,18,2,5,0,6,94,0,5,95
4,18,2,6,6,8,86,1,14,85
4,18,2,7,28,19,54,14,11,75
4,18,2,8,33,15,52,38,6,56
4,18,2,9,31,14,55,37,4,59
4,18,2,10,22,10,67,43,5,52
4,18,2,11,19,10,71,54,7,38
4,18,2,12,11,8,80,58,7,36
4,18,2,13,10,8,83,54,4,42
4,18,2,14,4,15,81,58,9,32
4,18,2,15,0,21,79,71,15,14
4,18,2,16,0,15,85,86,6,9
4,18,2,17,0,15,85,91,4,6
4,18,2,18,2,17,81,90,4,6
4,18,2,19,7,21,72,89,4,7
4,18,2,20,12,27,62,92,1,7
4,18,2,21,1,25,75,94,1,5
4,18,2,22,0,15,85,71,15,14
4,18,2,23,3,12,85,51,34,15
