lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
4,1,3,0,0,7,93,0,4,96
4,1,3,1,0,7,93,0,4,96
4,1,3,2,0,7,93,0,4,96
4,1,3,3,0,7,93,0,3,97
4,1,3,4,0,7,93,0,4,96
4,1,3,5,0,7,93,0,2,98
4,1,3,6,36,16,49,0,1,99
4,1,3,7,69,9,21,0,0,100
4,1,3,8,35,29,36,0,0,100
4,1,3,9,14,37,49,0,0,100
4,1,3,10,5,40,55,0,0,100
4,1,3,11,9,30,61,0,0,100
4,1,3,12,8,28,64,0,0,100
4,1,3,13,7,39,54,0,0,100
4,1,3,14,8,30,62,0,0,100
4,1,3,15,8,19,73,0,0,100
4,1,3,16,12,16,73,0,0,100
4,1,3,17,6,14,81,0,0,100
4,1,3,18,2,9,89,0,0,100
4,1,3,19,0,10,90,0,0,100
4,1,3,20,0,7,93,0,0,100
4,1,3,21,0,2,98,0,0,100
4,1,3,22,0,4,96,0,0,100
4,1,3,23,0,3,97,0,0,100
