lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
4,7,2,0,0,3,97,4,17,80
4,7,2,1,0,0,100,0,6,94
4,7,2,2,0,0,100,0,4,96
4,7,2,3,0,0,100,0,4,96
4,7,2,4,0,0,100,0,4,96
4,7,2,5,0,1,99,0,6,94
4,7,2,6,7,7,86,48,7,45
4,7,2,7,11,9,80,73,10,17
4,7,2,8,14,5,81,37,16,47
4,7,2,9,8,8,85,28,19,53
4,7,2,10,4,9,87,30,19,51
4,7,2,11,5,12,83,47,24,29
4,7,2,12,7,8,84,53,26,21
4,7,2,13,5,8,88,59,19,22
4,7,2,14,1,13,86,70,18,12
4,7,2,15,0,18,82,79,14,7
4,7,2,16,0,19,81,77,15,8
4,7,2,17,0,23,77,82,9,8
4,7,2,18,0,19,81,82,10,9
4,7,2,19,0,20,80,77,11,12
4,7,2,20,0,19,81,73,19,8
4,7,2,21,0,17,83,44,38,18
4,7,2,22,0,13,87,19,38,44
4,7,2,23,3,10,87,6,39,56
