lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
4,15,0,0,0,28,72,0,28,72
4,15,0,1,0,28,72,0,27,73
4,15,0,2,0,23,77,0,23,77
4,15,0,3,0,24,76,0,24,76
4,15,0,4,0,24,76,0,24,76
4,15,0,5,4,26,70,0,23,77
4,15,0,6,31,40,30,0,42,58
4,15,0,7,76,13,12,11,51,38
4,15,0,8,81,8,12,25,45,30
4,15,0,9,80,13,7,25,44,30
4,15,0,10,66,25,9,15,52,33
4,15,0,11,51,33,16,9,53,38
4,15,0,12,39,38,22,4,54,42
4,15,0,13,40,40,19,3,54,43
4,15,0,14,35,49,16,3,54,43
4,15,0,15,28,58,14,4,59,37
4,15,0,16,25,62,13,4,62,34
4,15,0,17,20,65,16,4,61,35
4,15,0,18,27,59,14,8,69,22
4,15,0,19,32,52,16,8,68,24
4,15,0,20,35,50,15,16,63,21
4,15,0,21,20,55,25,14,58,28
4,15,0,22,1,62,37,5,63,32
4,15,0,23,0,38,62,7,37,56
