lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
3,3,6,0,0,10,90,0,4,96
3,3,6,1,0,4,96,0,4,96
3,3,6,2,0,4,96,0,4,96
3,3,6,3,0,4,96,0,4,96
3,3,6,4,0,4,96,0,4,96
3,3,6,5,0,4,96,0,4,96
3,3,6,6,0,19,81,0,18,82
3,3,6,7,0,35,65,0,26,74
3,3,6,8,0,37,63,0,26,74
3,3,6,9,0,37,63,0,26,74
3,3,6,10,0,36,64,0,26,74
3,3,6,11,0,40,60,0,29,71
3,3,6,12,0,41,59,0,30,70
3,3,6,13,1,43,56,0,30,70
3,3,6,14,4,48,49,0,30,70
3,3,6,15,2,51,47,0,30,70
3,3,6,16,2,50,48,0,29,71
3,3,6,17,5,48,47,0,29,71
3,3,6,18,7,46,47,0,29,71
3,3,6,19,4,49,48,0,27,73
3,3,6,20,4,45,51,0,22,78
3,3,6,21,1,39,60,0,23,77
3,3,6,22,0,25,75,0,20,80
3,3,6,23,0,16,84,0,16,84
