lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
3,5,0,0,0,81,19,0,85,15
3,5,0,1,0,75,25,0,72,28
3,5,0,2,0,69,31,0,65,35
3,5,0,3,0,69,31,0,65,35
3,5,0,4,0,68,32,0,64,36
3,5,0,5,0,69,31,0,65,35
3,5,0,6,7,73,20,0,77,23
3,5,0,7,46,43,11,0,82,18
3,5,0,8,53,36,12,0,85,15
3,5,0,9,53,39,8,0,88,12
3,5,0,10,49,42,8,0,88,12
3,5,0,11,41,50,9,0,87,13
3,5,0,12,28,61,12,0,85,15
3,5,0,13,19,69,12,0,85,15
3,5,0,14,11,84,6,0,92,8
3,5,0,15,10,87,4,4,92,4
3,5,0,16,7,89,4,4,92,4
3,5,0,17,6,92,2,1,97,2
3,5,0,18,5,95,0,2,98,0
3,5,0,19,9,91,0,8,92,0
3,5,0,20,9,91,0,2,98,0
3,5,0,21,10,90,0,2,98,0
3,5,0,22,4,96,0,4,87,9
3,5,0,23,4,96,0,4,85,11
