lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
5,8,3,0,0,53,47,0,60,40
5,8,3,1,0,27,73,0,32,68
5,8,3,2,0,13,87,0,16,84
5,8,3,3,0,8,92,0,11,89
5,8,3,4,0,7,93,0,11,89
5,8,3,5,0,6,94,0,8,92
5,8,3,6,1,12,87,3,30,67
5,8,3,7,31,31,38,46,35,20
5,8,3,8,56,27,18,40,33,27
5,8,3,9,63,22,14,26,34,41
5,8,3,10,58,28,14,23,35,42
5,8,3,11,54,31,14,22,34,44
5,8,3,12,56,33,12,30,31,39
5,8,3,13,49,29,22,27,33,40
5,8,3,14,45,41,14,37,30,32
5,8,3,15,53,36,11,60,28,12
5,8,3,16,58,31,11,67,22,12
5,8,3,17,76,15,10,46,44,11
5,8,3,18,84,8,8,18,73,8
5,8,3,19,76,14,10,7,89,4
5,8,3,20,60,29,11,4,88,8
5,8,3,21,23,68,9,0,88,12
5,8,3,22,7,75,18,0,83,17
5,8,3,23,0,78,22,0,73,27
