lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
5,14,5,0,4,55,42,0,15,85
5,14,5,1,0,48,52,0,11,89
5,14,5,2,0,39,61,0,8,92
5,14,5,3,0,34,66,0,7,93
5,14,5,4,0,31,69,0,7,93
5,14,5,5,0,31,69,0,6,94
5,14,5,6,0,33,67,0,4,96
5,14,5,7,0,33,67,0,4,96
5,14,5,8,0,33,67,0,4,96
5,14,5,9,0,34,66,0,4,96
5,14,5,10,0,33,67,0,4,96
5,14,5,11,0,33,67,0,4,96
5,14,5,12,0,30,70,0,4,96
5,14,5,13,0,30,70,0,4,96
5,14,5,14,0,31,69,0,4,96
5,14,5,15,0,37,63,0,4,96
5,14,5,16,0,42,58,0,4,96
5,14,5,17,2,42,56,0,4,96
5,14,5,18,4,45,51,2,4,94
5,14,5,19,0,48,52,4,4,93
5,14,5,20,0,49,51,0,4,96
5,14,5,21,0,44,56,0,4,96
5,14,5,22,0,45,55,0,5,95
5,14,5,23,0,41,59,0,5,95
