lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
5,7,1,0,0,12,88,0,5,95
5,7,1,1,0,4,96,0,4,96
5,7,1,2,0,4,96,0,4,96
5,7,1,3,0,4,96,0,4,96
5,7,1,4,0,4,96,0,4,96
5,7,1,5,0,4,96,0,4,96
5,7,1,6,0,20,80,4,5,91
5,7,1,7,8,37,55,59,6,35
5,7,1,8,34,35,31,41,10,50
5,7,1,9,45,33,22,21,10,69
5,7,1,10,49,36,15,8,11,80
5,7,1,11,43,39,18,11,12,77
5,7,1,12,34,47,19,12,8,80
5,7,1,13,27,49,24,5,7,88
5,7,1,14,23,54,22,22,10,67
5,7,1,15,24,57,19,59,8,33
5,7,1,16,38,52,10,74,5,21
5,7,1,17,52,42,6,57,4,39
5,7,1,18,58,36,7,35,10,55
5,7,1,19,59,36,5,27,11,62
5,7,1,20,52,40,8,13,14,73
5,7,1,21,30,45,25,8,18,74
5,7,1,22,12,25,63,4,19,78
5,7,1,23,3,24,73,2,15,83
