lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
5,7,6,0,0,0,100,0,4,96
5,7,6,1,0,0,100,0,0,100
5,7,6,2,0,0,100,0,0,100
5,7,6,3,0,0,100,0,0,100
5,7,6,4,0,0,100,0,0,100
5,7,6,5,0,0,100,0,0,100
5,7,6,6,0,8,92,0,1,99
5,7,6,7,0,15,85,0,4,96
5,7,6,8,0,15,85,0,4,96
5,7,6,9,0,15,85,0,4,96
5,7,6,10,0,13,87,0,4,96
5,7,6,11,0,15,85,0,4,96
5,7,6,12,0,15,85,0,4,96
5,7,6,13,0,21,79,0,4,96
5,7,6,14,1,28,71,0,7,93
5,7,6,15,9,28,63,0,8,92
5,7,6,16,4,33,63,0,8,92
5,7,6,17,0,34,66,0,8,92
5,7,6,18,3,28,69,0,8,92
5,7,6,19,4,31,65,0,8,92
5,7,6,20,4,24,72,0,8,92
5,7,6,21,2,24,74,0,8,92
5,7,6,22,0,23,77,0,5,95
5,7,6,23,0,19,81,0,4,96
