lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
6,5,6,0,0,25,75,0,20,80
6,5,6,1,0,23,77,0,12,88
6,5,6,2,0,23,77,0,12,88
6,5,6,3,0,22,78,0,11,89
6,5,6,4,0,22,78,0,11,89
6,5,6,5,0,22,78,0,11,89
6,5,6,6,0,31,69,0,20,80
6,5,6,7,0,37,63,0,30,70
6,5,6,8,0,37,63,0,28,72
6,5,6,9,0,33,67,0,22,78
6,5,6,10,0,34,66,0,23,77
6,5,6,11,0,33,67,0,22,78
6,5,6,12,0,33,67,0,22,78
6,5,6,13,0,31,69,0,21,79
6,5,6,14,0,43,57,0,40,60
6,5,6,15,0,50,50,0,47,53
6,5,6,16,0,49,51,0,47,53
6,5,6,17,0,49,51,0,47,53
6,5,6,18,0,49,51,0,47,53
6,5,6,19,0,49,51,0,48,52
6,5,6,20,0,49,51,0,48,52
6,5,6,21,0,50,50,0,46,54
6,5,6,22,0,43,57,0,37,63
6,5,6,23,0,41,59,0,32,68
