lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
6,6,2,0,0,15,85,0,11,89
6,6,2,1,0,10,90,0,6,94
6,6,2,2,0,5,95,0,1,99
6,6,2,3,0,4,96,0,0,100
6,6,2,4,0,4,96,0,0,100
6,6,2,5,0,4,96,0,0,100
6,6,2,6,0,30,70,0,29,71
6,6,2,7,0,58,42,0,62,38
6,6,2,8,0,63,37,0,70,30
6,6,2,9,0,62,38,0,70,30
6,6,2,10,0,63,37,0,70,30
6,6,2,11,0,63,37,0,70,30
6,6,2,12,0,64,36,0,67,33
6,6,2,13,0,64,36,0,68,32
6,6,2,14,0,62,38,0,66,34
6,6,2,15,0,60,40,0,64,36
6,6,2,16,0,58,42,0,62,38
6,6,2,17,0,57,43,0,61,39
6,6,2,18,0,55,45,0,59,41
6,6,2,19,0,61,39,0,65,35
6,6,2,20,0,61,39,0,64,36
6,6,2,21,0,55,45,0,59,41
6,6,2,22,0,35,65,0,41,59
6,6,2,23,0,31,69,0,38,62
