lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
6,2,4,0,0,8,92,0,0,100
6,2,4,1,0,4,96,0,0,100
6,2,4,2,0,4,96,0,0,100
6,2,4,3,0,4,96,0,0,100
6,2,4,4,0,4,96,0,0,100
6,2,4,5,0,4,96,0,0,100
6,2,4,6,0,4,96,1,3,96
6,2,4,7,0,4,96,5,13,82
6,2,4,8,0,4,96,4,10,87
6,2,4,9,0,4,96,4,4,92
6,2,4,10,0,4,96,3,4,94
6,2,4,11,0,1,99,0,6,94
6,2,4,12,0,0,100,0,7,93
6,2,4,13,0,2,98,0,6,94
6,2,4,14,0,3,97,0,6,94
6,2,4,15,0,2,98,0,7,93
6,2,4,16,0,2,98,4,7,89
6,2,4,17,1,6,94,3,5,93
6,2,4,18,10,10,80,0,4,96
6,2,4,19,28,13,58,0,4,96
6,2,4,20,28,18,54,0,4,96
6,2,4,21,11,14,75,0,4,96
6,2,4,22,3,12,85,0,4,96
6,2,4,23,0,15,85,0,4,96
