lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
6,4,3,0,0,0,100,0,3,97
6,4,3,1,0,0,100,0,0,100
6,4,3,2,0,0,100,0,0,100
6,4,3,3,0,0,100,0,0,100
6,4,3,4,0,0,100,0,0,100
6,4,3,5,0,0,100,0,0,100
6,4,3,6,0,1,99,0,3,97
6,4,3,7,0,0,100,3,4,93
6,4,3,8,0,0,100,1,6,93
6,4,3,9,0,0,100,0,7,93
6,4,3,10,0,0,100,0,10,90
6,4,3,11,1,0,99,0,11,89
6,4,3,12,4,0,96,0,11,89
6,4,3,13,4,0,96,0,10,90
6,4,3,14,1,3,96,0,8,92
6,4,3,15,0,4,96,0,8,92
6,4,3,16,0,4,96,0,8,92
6,4,3,17,0,4,96,0,8,92
6,4,3,18,0,4,96,0,8,92
6,4,3,19,0,4,96,0,8,92
6,4,3,20,0,3,97,0,8,92
6,4,3,21,0,0,100,0,8,92
6,4,3,22,0,0,100,0,4,96
6,4,3,23,0,0,100,0,4,96
