lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
0,6,4,0,0,0,100,2,0,98
0,6,4,1,0,0,100,0,0,100
0,6,4,2,0,0,100,0,0,100
0,6,4,3,0,0,100,0,0,100
0,6,4,4,0,0,100,0,0,100
0,6,4,5,0,0,100,0,0,100
0,6,4,6,0,0,100,0,3,97
0,6,4,7,0,0,100,3,1,96
0,6,4,8,0,1,99,4,1,95
0,6,4,9,0,5,95,4,4,92
0,6,4,10,0,7,93,4,4,93
0,6,4,11,3,5,92,4,4,93
0,6,4,12,6,4,90,4,4,93
0,6,4,13,5,4,92,5,4,91
0,6,4,14,5,6,89,7,2,91
0,6,4,15,10,4,86,10,0,90
0,6,4,16,14,2,85,5,0,95
0,6,4,17,8,0,92,5,6,90
0,6,4,18,6,0,94,9,23,68
0,6,4,19,8,0,92,11,28,60
0,6,4,20,5,0,95,19,19,62
0,6,4,21,0,0,100,8,9,82
0,6,4,22,0,0,100,5,4,92
0,6,4,23,0,0,100,2,4,94
