lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
0,28,4,0,6,30,65,0,0,100
0,28,4,1,4,19,78,0,0,100
0,28,4,2,1,15,84,0,0,100
0,28,4,3,0,15,85,0,0,100
0,28,4,4,0,15,85,0,0,100
0,28,4,5,0,19,81,0,0,100
0,28,4,6,5,23,73,1,6,93
0,28,4,7,20,23,56,36,13,51
0,28,4,8,16,31,52,59,12,29
0,28,4,9,19,31,50,63,13,24
0,28,4,10,32,26,42,61,11,28
0,28,4,11,43,18,39,57,14,29
0,28,4,12,53,11,37,43,17,40
0,28,4,13,42,18,40,33,23,43
0,28,4,14,39,19,42,36,20,44
0,28,4,15,47,14,39,61,5,34
0,28,4,16,53,13,34,75,1,24
0,28,4,17,59,16,26,78,3,19
0,28,4,18,69,7,23,75,5,20
0,28,4,19,77,6,17,75,8,18
0,28,4,20,74,4,22,64,14,22
0,28,4,21,52,8,40,27,10,63
0,28,4,22,44,10,45,6,10,84
0,28,4,23,44,17,40,0,6,94
