lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
0,1,1,0,0,2,98,0,7,93
0,1,1,1,0,0,100,0,4,96
0,1,1,2,0,0,100,0,3,97
0,1,1,3,0,0,100,0,4,96
0,1,1,4,0,0,100,0,2,98
0,1,1,5,0,1,99,0,4,96
0,1,1,6,0,1,99,0,4,96
0,1,1,7,1,0,99,0,4,96
0,1,1,8,3,0,97,0,3,97
0,1,1,9,0,0,100,0,0,100
0,1,1,10,1,4,95,0,0,100
0,1,1,11,0,4,96,0,0,100
0,1,1,12,0,4,96,0,0,100
0,1,1,13,0,4,96,0,0,100
0,1,1,14,0,4,96,0,0,100
0,1,1,15,0,4,96,0,1,99
0,1,1,16,0,4,96,0,0,100
0,1,1,17,0,4,96,0,0,100
0,1,1,18,3,4,93,0,2,98
0,1,1,19,4,4,93,0,4,96
0,1,1,20,2,4,94,0,4,96
0,1,1,21,0,4,96,0,4,96
0,1,1,22,0,4,96,0,4,96
0,1,1,23,0,4,96,0,5,95
