lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
0,22,1,0,0,28,72,1,11,88
0,22,1,1,0,25,75,0,8,92
0,22,1,2,0,25,75,0,7,93
0,22,1,3,0,27,73,0,8,92
0,22,1,4,0,25,75,0,6,94
0,22,1,5,1,28,71,0,7,93
0,22,1,6,60,13,27,1,7,92
0,22,1,7,92,0,8,2,2,96
0,22,1,8,90,2,8,7,1,92
0,22,1,9,85,7,9,7,8,86
0,22,1,10,72,14,13,18,11,70
0,22,1,11,58,30,12,25,15,60
0,22,1,12,35,49,16,30,18,52
0,22,1,13,33,48,19,26,14,60
0,22,1,14,42,35,24,49,6,45
0,22,1,15,30,27,42,82,7,11
0,22,1,16,23,30,47,89,7,5
0,22,1,17,36,26,38,94,2,4
0,22,1,18,56,17,27,96,0,4
0,22,1,19,62,19,19,93,0,7
0,22,1,20,40,20,40,93,0,7
0,22,1,21,21,9,70,88,0,12
0,22,1,22,14,13,73,76,5,19
0,22,1,23,1,14,85,30,6,65
