lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
0,32,6,0,0,4,96,15,64,21
0,32,6,1,0,2,98,6,51,43
0,32,6,2,0,0,100,4,39,57
0,32,6,3,0,0,100,4,37,59
0,32,6,4,0,0,100,4,37,59
0,32,6,5,0,0,100,4,37,59
0,32,6,6,0,12,88,1,47,52
0,32,6,7,0,29,71,0,58,42
0,32,6,8,0,30,70,0,59,41
0,32,6,9,0,30,70,4,56,41
0,32,6,10,0,28,72,2,58,40
0,32,6,11,0,28,72,4,56,41
0,32,6,12,0,30,70,6,53,41
0,32,6,13,0,30,70,5,60,36
0,32,6,14,2,31,67,18,57,25
0,32,6,15,4,23,73,32,53,14
0,32,6,16,3,21,76,40,49,11
0,32,6,17,1,20,79,42,48,10
0,32,6,18,6,19,75,47,46,8
0,32,6,19,0,19,81,47,46,8
0,32,6,20,0,19,81,47,45,8
0,32,6,21,0,19,81,50,43,8
0,32,6,22,0,16,84,41,41,17
0,32,6,23,0,12,88,16,51,33
