lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
0,18,3,0,0,0,100,4,4,93
0,18,3,1,0,0,100,0,4,96
0,18,3,2,0,0,100,0,4,96
0,18,3,3,0,0,100,0,4,96
0,18,3,4,0,0,100,0,4,96
0,18,3,5,0,0,100,0,4,96
0,18,3,6,8,0,92,1,3,96
0,18,3,7,30,1,69,13,1,86
0,18,3,8,24,3,73,10,0,90
0,18,3,9,16,4,80,11,0,89
0,18,3,10,21,4,75,13,1,86
0,18,3,11,9,6,86,11,4,85
0,18,3,12,2,10,88,21,4,75
0,18,3,13,0,10,90,21,5,75
0,18,3,14,0,8,92,21,2,77
0,18,3,15,0,4,96,17,3,80
0,18,3,16,0,7,93,19,9,72
0,18,3,17,2,3,95,47,12,42
0,18,3,18,7,0,93,60,9,31
0,18,3,19,7,0,93,53,8,39
0,18,3,20,8,0,92,31,3,66
0,18,3,21,0,0,100,7,0,93
0,18,3,22,0,0,100,1,0,99
0,18,3,23,0,0,100,0,0,100
