lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
0,16,4,0,0,1,99,4,19,77
0,16,4,1,0,0,100,0,9,91
0,16,4,2,0,0,100,0,7,93
0,16,4,3,0,0,100,2,8,91
0,16,4,4,0,0,100,0,4,96
0,16,4,5,0,0,100,0,4,96
0,16,4,6,47,4,49,7,6,88
0,16,4,7,81,4,15,27,12,61
0,16,4,8,85,0,15,22,25,53
0,16,4,9,82,3,15,25,20,55
0,16,4,10,72,11,17,48,14,39
0,16,4,11,71,8,21,41,26,33
0,16,4,12,78,7,15,33,38,29
0,16,4,13,77,9,14,23,38,40
0,16,4,14,82,4,14,44,24,32
0,16,4,15,82,4,14,59,19,23
0,16,4,16,82,4,14,68,21,12
0,16,4,17,82,6,12,83,6,11
0,16,4,18,74,13,13,85,4,11
0,16,4,19,71,17,12,85,4,11
0,16,4,20,41,19,40,83,9,7
0,16,4,21,6,17,77,80,13,7
0,16,4,22,1,12,87,69,20,11
0,16,4,23,0,6,94,38,35,27
