lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
0,35,5,0,0,0,100,0,0,100
0,35,5,1,0,0,100,0,0,100
0,35,5,2,0,0,100,0,0,100
0,35,5,3,0,0,100,0,0,100
0,35,5,4,0,0,100,0,0,100
0,35,5,5,0,0,100,0,0,100
0,35,5,6,0,0,100,0,0,100
0,35,5,7,0,0,100,0,0,100
0,35,5,8,0,0,100,0,0,100
0,35,5,9,0,0,100,0,0,100
0,35,5,10,0,0,100,0,0,100
0,35,5,11,0,0,100,0,0,100
0,35,5,12,0,0,100,0,0,100
0,35,5,13,0,0,100,0,0,100
0,35,5,14,0,0,100,0,0,100
0,35,5,15,0,0,100,0,0,100
0,35,5,16,0,0,100,0,0,100
0,35,5,17,0,0,100,0,0,100
0,35,5,18,0,0,100,0,0,100
0,35,5,19,0,0,100,0,0,100
0,35,5,20,0,0,100,0,0,100
0,35,5,21,0,0,100,0,0,100
0,35,5,22,0,0,100,0,0,100
0,35,5,23,0,0,100,0,0,100
