lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
7,6,2,0,0,44,56,0,69,31
7,6,2,1,0,29,71,0,54,46
7,6,2,2,0,22,78,0,37,63
7,6,2,3,0,25,75,0,39,61
7,6,2,4,0,26,74,0,36,64
7,6,2,5,0,21,79,0,29,71
7,6,2,6,0,29,71,0,50,50
7,6,2,7,1,48,51,8,59,32
7,6,2,8,4,52,44,23,47,30
7,6,2,9,8,54,39,31,43,25
7,6,2,10,9,60,31,39,41,20
7,6,2,11,10,63,27,47,37,16
7,6,2,12,5,73,22,44,45,11
7,6,2,13,4,74,22,36,52,11
7,6,2,14,5,71,25,30,58,11
7,6,2,15,8,70,23,31,61,8
7,6,2,16,9,69,23,33,59,8
7,6,2,17,11,66,23,36,56,8
7,6,2,18,12,68,20,32,60,8
7,6,2,19,12,68,20,32,60,8
7,6,2,20,10,71,19,32,61,8
7,6,2,21,4,74,23,17,75,8
7,6,2,22,5,69,27,8,76,16
7,6,2,23,4,53,43,4,66,30
