lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
7,3,6,0,0,9,91,2,16,82
7,3,6,1,0,8,92,0,14,86
7,3,6,2,0,8,92,0,12,88
7,3,6,3,0,7,93,0,11,89
7,3,6,4,0,7,93,0,11,89
7,3,6,5,0,7,93,0,11,89
7,3,6,6,0,7,93,3,8,89
7,3,6,7,0,7,93,0,7,93
7,3,6,8,0,7,93,0,7,93
7,3,6,9,0,7,93,1,7,92
7,3,6,10,0,6,94,0,6,94
7,3,6,11,0,7,93,0,10,90
7,3,6,12,0,7,93,0,11,89
7,3,6,13,0,8,92,0,14,86
7,3,6,14,0,11,89,0,18,82
7,3,6,15,0,12,88,0,19,81
7,3,6,16,0,12,88,1,19,80
7,3,6,17,0,12,88,6,14,80
7,3,6,18,0,14,86,0,18,82
7,3,6,19,0,16,84,0,19,81
7,3,6,20,0,19,81,0,16,84
7,3,6,21,0,17,83,0,13,88
7,3,6,22,0,12,88,0,8,92
7,3,6,23,0,12,88,0,8,92
