lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
7,6,5,0,0,38,62,0,74,26
7,6,5,1,0,28,72,0,56,44
7,6,5,2,0,16,84,0,33,67
7,6,5,3,0,15,85,0,30,70
7,6,5,4,0,11,89,0,22,78
7,6,5,5,0,13,87,0,20,80
7,6,5,6,0,15,85,0,19,81
7,6,5,7,0,15,85,0,19,81
7,6,5,8,0,15,85,2,19,79
7,6,5,9,0,15,85,0,25,75
7,6,5,10,0,17,83,0,28,72
7,6,5,11,0,19,81,2,30,69
7,6,5,12,1,18,81,6,30,65
7,6,5,13,0,19,81,7,30,63
7,6,5,14,0,32,68,7,37,56
7,6,5,15,0,56,44,7,56,36
7,6,5,16,0,66,34,10,66,24
7,6,5,17,0,67,33,13,63,24
7,6,5,18,0,71,29,9,64,27
7,6,5,19,2,75,23,7,68,25
7,6,5,20,1,81,19,6,70,23
7,6,5,21,0,81,19,4,70,26
7,6,5,22,0,78,22,4,67,29
7,6,5,23,0,66,34,5,59,36
