lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
7,9,2,0,0,46,54,0,80,20
7,9,2,1,0,31,69,0,69,31
7,9,2,2,0,30,70,0,56,44
7,9,2,3,0,30,70,0,56,44
7,9,2,4,0,29,71,0,56,44
7,9,2,5,0,31,69,1,59,40
7,9,2,6,1,58,41,17,68,15
7,9,2,7,10,66,24,52,46,2
7,9,2,8,19,58,22,62,38,0
7,9,2,9,24,52,25,63,37,0
7,9,2,10,28,53,19,73,27,0
7,9,2,11,31,50,20,73,27,0
7,9,2,12,31,49,21,64,36,0
7,9,2,13,40,43,17,61,39,0
7,9,2,14,33,47,20,52,48,0
7,9,2,15,19,68,13,36,64,0
7,9,2,16,22,61,17,39,61,0
7,9,2,17,28,56,16,35,65,0
7,9,2,18,22,64,14,31,69,0
7,9,2,19,29,58,13,41,59,0
7,9,2,20,30,56,14,38,62,0
7,9,2,21,20,62,19,19,81,0
7,9,2,22,13,61,26,11,89,0
7,9,2,23,13,60,28,3,94,3
