lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
7,2,2,0,0,23,77,1,15,84
7,2,2,1,0,7,93,0,7,93
7,2,2,2,0,7,93,0,4,96
7,2,2,3,0,7,93,0,4,96
7,2,2,4,0,7,93,0,4,96
7,2,2,5,0,7,93,0,4,96
7,2,2,6,0,10,90,0,7,93
7,2,2,7,0,18,82,7,16,77
7,2,2,8,0,19,81,16,19,66
7,2,2,9,2,25,74,24,18,58
7,2,2,10,0,29,71,24,19,57
7,2,2,11,0,29,71,27,16,57
7,2,2,12,0,23,77,28,19,53
7,2,2,13,3,23,74,25,17,58
7,2,2,14,1,24,75,23,23,55
7,2,2,15,4,27,69,25,30,44
7,2,2,16,5,32,63,27,27,47
7,2,2,17,8,31,61,31,26,43
7,2,2,18,12,31,57,26,34,40
7,2,2,19,12,28,60,24,34,41
7,2,2,20,10,25,65,24,33,43
7,2,2,21,4,21,75,12,40,48
7,2,2,22,4,19,77,5,42,54
7,2,2,23,0,13,88,0,33,67
