lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
2,8,6,0,0,22,78,1,11,88
2,8,6,1,0,21,79,0,12,88
2,8,6,2,0,19,81,0,12,88
2,8,6,3,0,19,81,0,11,89
2,8,6,4,0,19,81,0,11,89
2,8,6,5,0,19,81,0,11,89
2,8,6,6,0,27,73,0,20,80
2,8,6,7,0,33,67,0,30,70
2,8,6,8,0,33,67,0,30,70
2,8,6,9,0,30,70,0,26,74
2,8,6,10,0,30,70,0,25,75
2,8,6,11,0,36,64,0,29,71
2,8,6,12,0,37,63,0,30,70
2,8,6,13,0,36,64,0,28,72
2,8,6,14,0,55,45,0,45,55
2,8,6,15,0,58,42,0,50,50
2,8,6,16,0,59,41,0,51,49
2,8,6,17,0,59,41,0,51,49
2,8,6,18,0,59,41,0,51,49
2,8,6,19,0,60,40,0,52,48
2,8,6,20,0,59,41,0,51,49
2,8,6,21,0,58,42,0,47,53
2,8,6,22,0,49,51,0,40,60
2,8,6,23,0,43,57,0,35,65
