lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
2,0,6,0,1,51,48,1,52,47
2,0,6,1,0,52,48,0,52,48
2,0,6,2,0,50,50,0,50,50
2,0,6,3,0,48,52,0,48,52
2,0,6,4,0,48,52,0,48,52
2,0,6,5,0,48,52,0,48,52
2,0,6,6,0,54,46,0,54,46
2,0,6,7,0,56,44,0,56,44
2,0,6,8,0,57,43,0,56,44
2,0,6,9,0,56,44,0,52,48
2,0,6,10,0,57,43,0,53,47
2,0,6,11,0,56,44,3,49,48
2,0,6,12,0,56,44,4,51,45
2,0,6,13,0,54,46,4,50,46
2,0,6,14,0,70,30,0,69,31
2,0,6,15,0,74,26,0,77,23
2,0,6,16,0,77,23,0,81,19
2,0,6,17,0,77,23,0,81,19
2,0,6,18,0,84,16,0,88,12
2,0,6,19,0,84,16,0,88,12
2,0,6,20,0,84,16,0,88,12
2,0,6,21,0,87,13,0,90,10
2,0,6,22,0,66,34,0,69,31
2,0,6,23,0,58,42,0,65,35
