lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
2,15,1,0,0,100,0,0,96,4
2,15,1,1,0,88,12,0,84,16
2,15,1,2,0,79,21,0,73,27
2,15,1,3,0,76,24,0,68,32
2,15,1,4,0,73,27,0,65,35
2,15,1,5,0,69,31,0,62,38
2,15,1,6,0,84,16,0,77,23
2,15,1,7,0,96,4,0,92,8
2,15,1,8,3,93,4,0,92,8
2,15,1,9,4,92,4,0,92,8
2,15,1,10,5,92,4,2,91,8
2,15,1,11,4,92,4,3,89,8
2,15,1,12,2,94,4,4,89,8
2,15,1,13,0,96,4,4,89,7
2,15,1,14,0,96,4,4,90,7
2,15,1,15,1,95,4,4,89,7
2,15,1,16,6,90,4,3,89,8
2,15,1,17,6,89,6,4,89,8
2,15,1,18,4,89,8,7,86,8
2,15,1,19,4,89,8,9,83,8
2,15,1,20,1,95,4,6,86,7
2,15,1,21,0,96,4,1,92,7
2,15,1,22,0,95,5,0,92,8
2,15,1,23,0,89,11,0,84,16
