lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
2,16,6,0,0,0,100,0,15,85
2,16,6,1,0,0,100,0,8,92
2,16,6,2,0,0,100,0,8,92
2,16,6,3,0,0,100,0,7,93
2,16,6,4,0,0,100,0,7,93
2,16,6,5,0,0,100,0,7,93
2,16,6,6,0,19,81,0,23,77
2,16,6,7,0,31,69,0,37,63
2,16,6,8,0,33,67,0,41,59
2,16,6,9,0,30,70,0,37,63
2,16,6,10,0,28,72,0,36,64
2,16,6,11,0,26,74,0,33,67
2,16,6,12,0,26,74,0,36,64
2,16,6,13,0,27,73,3,39,58
2,16,6,14,0,46,54,2,60,38
2,16,6,15,0,54,46,0,69,31
2,16,6,16,3,54,43,0,68,32
2,16,6,17,2,56,42,0,69,31
2,16,6,18,0,52,48,0,69,31
2,16,6,19,0,45,55,0,67,33
2,16,6,20,0,43,57,0,69,31
2,16,6,21,0,37,63,0,63,38
2,16,6,22,0,17,83,0,39,61
2,16,6,23,0,11,89,0,27,73
