lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
2,9,3,0,0,0,100,0,0,100
2,9,3,1,0,0,100,0,0,100
2,9,3,2,0,0,100,0,0,100
2,9,3,3,0,0,100,0,0,100
2,9,3,4,0,0,100,0,0,100
2,9,3,5,0,0,100,0,0,100
2,9,3,6,0,7,93,0,7,93
2,9,3,7,0,11,89,0,15,85
2,9,3,8,0,11,89,0,15,85
2,9,3,9,0,11,89,0,15,85
2,9,3,10,0,11,89,0,15,85
2,9,3,11,0,11,89,0,15,85
2,9,3,12,0,12,88,0,17,83
2,9,3,13,0,12,88,0,18,82
2,9,3,14,1,12,87,0,20,80
2,9,3,15,3,12,85,0,15,85
2,9,3,16,0,16,84,0,17,83
2,9,3,17,0,14,86,4,17,79
2,9,3,18,0,10,90,0,15,85
2,9,3,19,0,8,92,0,15,85
2,9,3,20,0,5,95,0,15,85
2,9,3,21,0,0,100,0,8,92
2,9,3,22,0,0,100,0,8,92
2,9,3,23,0,0,100,0,0,100
