lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
2,16,4,0,0,4,96,0,36,64
2,16,4,1,0,3,97,0,22,78
2,16,4,2,0,0,100,0,19,81
2,16,4,3,0,0,100,0,16,84
2,16,4,4,0,0,100,0,15,85
2,16,4,5,0,0,100,0,15,85
2,16,4,6,0,6,94,0,31,69
2,16,4,7,0,11,89,0,51,49
2,16,4,8,0,11,89,0,54,46
2,16,4,9,0,11,89,0,53,47
2,16,4,10,0,11,89,0,55,45
2,16,4,11,0,11,89,0,53,47
2,16,4,12,0,11,89,0,54,46
2,16,4,13,0,11,89,0,53,47
2,16,4,14,0,14,86,0,55,45
2,16,4,15,1,21,78,4,55,41
2,16,4,16,4,14,82,4,53,43
2,16,4,17,4,15,82,4,58,39
2,16,4,18,2,17,81,4,59,37
2,16,4,19,0,19,81,4,58,38
2,16,4,20,0,19,81,4,58,38
2,16,4,21,4,9,87,0,60,40
2,16,4,22,4,7,89,0,57,43
2,16,4,23,3,7,90,0,51,49
