lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
2,22,3,0,0,9,91,0,4,96
2,22,3,1,0,4,96,0,4,96
2,22,3,2,0,4,96,0,4,96
2,22,3,3,0,4,96,0,4,96
2,22,3,4,0,4,96,0,3,97
2,22,3,5,0,4,96,0,0,100
2,22,3,6,0,28,72,0,7,93
2,22,3,7,0,44,56,0,11,89
2,22,3,8,2,46,52,0,11,89
2,22,3,9,2,43,55,0,12,88
2,22,3,10,2,43,55,0,11,89
2,22,3,11,0,48,52,0,10,90
2,22,3,12,0,52,48,0,12,88
2,22,3,13,0,52,48,0,12,88
2,22,3,14,0,44,56,0,12,88
2,22,3,15,0,38,62,0,12,88
2,22,3,16,0,39,61,0,16,84
2,22,3,17,0,45,55,0,16,84
2,22,3,18,0,44,56,0,16,84
2,22,3,19,0,46,54,0,15,85
2,22,3,20,0,45,55,0,16,84
2,22,3,21,0,24,76,0,9,91
2,22,3,22,0,12,88,0,8,92
2,22,3,23,0,8,92,0,4,96
