lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
2,6,3,0,0,0,100,0,16,84
2,6,3,1,0,0,100,0,8,92
2,6,3,2,0,0,100,0,6,94
2,6,3,3,0,0,100,0,4,96
2,6,3,4,0,0,100,0,0,100
2,6,3,5,0,1,99,0,1,99
2,6,3,6,0,21,79,0,19,81
2,6,3,7,0,36,64,0,38,62
2,6,3,8,0,39,61,0,43,57
2,6,3,9,0,33,67,1,40,59
2,6,3,10,0,42,58,0,50,50
2,6,3,11,0,45,55,0,51,49
2,6,3,12,0,46,54,0,53,47
2,6,3,13,0,44,56,0,51,49
2,6,3,14,0,45,55,0,59,41
2,6,3,15,0,41,59,0,76,24
2,6,3,16,0,39,61,0,81,19
2,6,3,17,0,41,59,0,85,15
2,6,3,18,0,38,62,7,81,12
2,6,3,19,0,38,62,8,81,12
2,6,3,20,0,33,67,7,78,15
2,6,3,21,0,18,82,4,78,18
2,6,3,22,0,11,89,2,64,34
2,6,3,23,0,6,94,0,40,60
