lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
1,7,0,0,0,27,73,0,31,69
1,7,0,1,0,20,80,0,24,76
1,7,0,2,0,15,85,0,19,81
1,7,0,3,0,16,84,0,20,80
1,7,0,4,0,16,84,0,19,81
1,7,0,5,0,17,83,0,20,80
1,7,0,6,3,66,31,0,69,31
1,7,0,7,37,55,8,0,92,8
1,7,0,8,48,45,8,4,89,8
1,7,0,9,24,71,5,2,93,5
1,7,0,10,6,90,4,3,93,4
1,7,0,11,4,91,5,3,92,5
1,7,0,12,4,89,8,0,92,8
1,7,0,13,7,86,8,0,92,8
1,7,0,14,4,91,5,0,95,5
1,7,0,15,4,92,4,0,96,4
1,7,0,16,0,96,4,0,96,4
1,7,0,17,0,96,4,0,92,8
1,7,0,18,2,97,1,2,93,5
1,7,0,19,7,93,0,4,92,4
1,7,0,20,7,89,4,5,88,7
1,7,0,21,4,88,8,7,85,8
1,7,0,22,0,87,13,0,87,13
1,7,0,23,0,65,35,0,70,30
