lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
1,8,1,0,0,0,100,0,0,100
1,8,1,1,0,0,100,0,0,100
1,8,1,2,0,0,100,0,0,100
1,8,1,3,0,0,100,0,0,100
1,8,1,4,0,0,100,0,0,100
1,8,1,5,0,0,100,0,0,100
1,8,1,6,0,0,100,0,1,99
1,8,1,7,4,0,96,0,0,100
1,8,1,8,4,0,96,0,0,100
1,8,1,9,4,0,96,0,0,100
1,8,1,10,2,0,98,0,0,100
1,8,1,11,0,0,100,0,0,100
1,8,1,12,0,3,97,0,0,100
1,8,1,13,0,4,96,0,0,100
1,8,1,14,0,3,97,0,0,100
1,8,1,15,0,7,93,0,0,100
1,8,1,16,0,9,91,0,0,100
1,8,1,17,0,7,93,0,0,100
1,8,1,18,0,4,96,0,0,100
1,8,1,19,0,6,94,0,0,100
1,8,1,20,0,7,93,0,0,100
1,8,1,21,0,7,93,0,0,100
1,8,1,22,0,6,94,0,0,100
1,8,1,23,0,2,98,0,0,100
