lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
1,1,3,0,0,0,100,0,2,98
1,1,3,1,0,0,100,0,0,100
1,1,3,2,0,0,100,0,0,100
1,1,3,3,0,0,100,0,0,100
1,1,3,4,0,0,100,0,0,100
1,1,3,5,0,0,100,0,0,100
1,1,3,6,0,1,99,0,0,100
1,1,3,7,0,4,96,0,0,100
1,1,3,8,0,7,93,0,0,100
1,1,3,9,0,4,96,0,0,100
1,1,3,10,0,0,100,0,0,100
1,1,3,11,0,0,100,0,0,100
1,1,3,12,0,0,100,0,0,100
1,1,3,13,0,0,100,0,0,100
1,1,3,14,0,0,100,0,0,100
1,1,3,15,0,0,100,0,0,100
1,1,3,16,0,0,100,0,0,100
1,1,3,17,0,0,100,0,1,99
1,1,3,18,0,2,98,0,3,97
1,1,3,19,0,4,96,0,4,96
1,1,3,20,0,4,96,0,4,96
1,1,3,21,0,1,99,0,1,99
1,1,3,22,0,0,100,0,0,100
1,1,3,23,0,0,100,0,0,100
