lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
1,0,1,0,0,9,91,0,5,95
1,0,1,1,0,8,92,0,4,96
1,0,1,2,0,8,92,0,4,96
1,0,1,3,0,8,92,0,4,96
1,0,1,4,0,8,92,0,4,96
1,0,1,5,0,8,92,0,4,96
1,0,1,6,0,9,91,0,5,95
1,0,1,7,0,16,84,0,8,92
1,0,1,8,0,15,85,0,7,93
1,0,1,9,0,11,89,0,4,96
1,0,1,10,0,8,92,0,4,96
1,0,1,11,0,8,92,0,4,96
1,0,1,12,0,8,92,0,4,96
1,0,1,13,0,7,93,0,4,96
1,0,1,14,0,7,93,0,8,92
1,0,1,15,0,7,93,0,12,88
1,0,1,16,0,8,92,0,11,89
1,0,1,17,0,8,92,0,9,91
1,0,1,18,0,7,93,0,7,93
1,0,1,19,0,7,93,0,7,93
1,0,1,20,0,7,93,0,7,93
1,0,1,21,0,5,95,0,5,95
1,0,1,22,0,4,96,0,4,96
1,0,1,23,0,7,93,0,4,96
