lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
1,7,5,0,0,64,36,0,63,37
1,7,5,1,0,45,55,0,44,56
1,7,5,2,0,33,67,0,30,70
1,7,5,3,0,30,70,0,26,74
1,7,5,4,0,27,73,0,22,78
1,7,5,5,0,22,78,0,19,81
1,7,5,6,0,21,79,0,19,81
1,7,5,7,0,33,67,0,33,67
1,7,5,8,0,50,50,0,50,50
1,7,5,9,0,58,42,0,54,46
1,7,5,10,0,69,31,0,66,34
1,7,5,11,0,81,19,2,71,27
1,7,5,12,3,81,16,1,76,23
1,7,5,13,4,81,15,0,78,22
1,7,5,14,4,81,15,0,80,20
1,7,5,15,2,83,15,0,81,19
1,7,5,16,0,88,12,0,84,16
1,7,5,17,0,88,12,0,85,15
1,7,5,18,0,88,12,0,85,15
1,7,5,19,0,85,15,0,81,19
1,7,5,20,0,85,15,4,78,19
1,7,5,21,2,80,19,4,74,22
1,7,5,22,4,65,31,4,65,31
1,7,5,23,4,46,50,2,48,50
